nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,resource_id
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1812601,FRS18126DQFK,Levet,Voirie,Place de l Eglise - 18340 LEVET,18126,"[46.9254674,2.4072566]",1,FRS181260102,FRS18126DQFK2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2018-01-17,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1804701,FRS18047PBXQ,La Chapelle d Angillon,Voirie,Place du monument - 18380 LA CHAPELLE D ANGILLON,18047,"[47.3643481,2.4319539]",1,FRS180470102,FRS18047PBXQ2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-03-17,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1823301,FRS18233DYPC,St Satur,Voirie,Rue de la Resistance - 18300 ST SATUR,18233,"[47.3369104,2.8578603]",1,FRS182330102,FRS18233DYPC2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-04-27,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803311,FRS18033AMCM,Bourges - Parc d activites COMITEC,Voirie,Parc d activites COMITEC - 18000 BOURGES,18033,"[47.0966819,2.3928684]",1,FRS180331102,FRS18033AMCM2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-17,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1822301,FRS18223S184,St Martin d Auxigny,Voirie,Place de la Mairie - 18110 ST MARTIN D AUXIGNY,18223,"[47.204208,2.4180206]",1,FRS182230101,FRS18223S1841,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-06-20,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1805901,FRS18059DMRD,Le Chatelet,Voirie,Place de la mairie - 18170 LE CHATELET,18059,"[46.6423156,2.2834187]",1,FRS180590102,FRS18059DMRD2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2018-02-21,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1805501,FRS18055TFBK,Charost,Voirie,Place François Chapus - 18290 CHAROST,18055,"[46.9924213,2.1174549]",1,FRS180550102,FRS18055TFBK2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2016-02-11,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1810802,FRS18108DHNF,La Guerche - Netto,Voirie,Avenue de l Europe - 18150 LA GUERCHE-SUR-L-AUBOIS,18108,"[46.9397677,2.9404834]",1,FRS181080201,FRS18108DHNF1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2018-05-30,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1826701,FRS18267NNST,Trouy,Voirie,Rue du 19 mars 1962 - 18570 TROUY,18267,"[47.0101595,2.3580642]",1,FRS182670101,FRS18267NNST1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-17,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1801501,FRS18015DJLS,Aubigny - Palais omnisports,Voirie,Le Mail Guichard - 18700 AUBIGNY-SUR-NERE,18015,"[47.4912269,2.4378559]",1,FRS180150101,FRS18015DJLS1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2018-03-16,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1802301,FRS18023WMXF,Baugy,Voirie,Rue de la Halle - 18800 BAUGY,18023,"[47.0822449,2.7294331]",1,FRS180230101,FRS18023WMXF1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2016-07-22,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1818001,FRS18180MQLW,Plaimpied Givaudins,Voirie,Rue des Gobbiers - 18340 PLAIMPIED GIVAUDINS,18180,"[46.9980069,2.4522788]",1,FRS181800101,FRS18180MQLW1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-03-17,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1801801,FRS18018MFTH,Avord - Place de la salle des fetes,Voirie,Place de la salle des fetes - 18520 AVORD,18018,"[47.0357121,2.653584]",1,FRS180180101,FRS18018MFTH1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2016-07-22,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1802101,FRS18021MDEA,Bannegon,Voirie,Place St Georges - 18210 BANNEGON,18021,"[46.8010561,2.7134376]",1,FRS180210101,FRS18021MDEA1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2016-08-12,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803308,FRS18033ZUVU,Bourges - Parking Cap Nord,Voirie,Parking Cap Nord - 18000 BOURGES,18033,"[47.1034552,2.4098364]",1,FRS180330801,FRS18033ZUVU1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-17,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1816001,FRS18160QGET,Nerondes,Voirie,Route de Bourges - 18350 NERONDES,18160,"[46.9973881,2.8114988]",1,FRS181600102,FRS18160QGET2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2018-03-09,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1821301,FRS18213DPFG,St Germain du Puy,Voirie,Place de l Eglise - 18390 ST GERMAIN DU PUY,18213,"[47.1001602,2.4826762]",1,FRS182130101,FRS18213DPFG1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-12-27,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803312,FRS18033DRCS,Bourges - Parking Coubertin,Voirie,Parking Coubertin,18033,"[47.0913598,2.3999656]",1,FRS180331201,FRS18033DRCS1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-11-27,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803302,FRS18033FGQU,Bourges - Parking Val d Auron,Voirie,Bourges - Parking Val d Auron,18033,"[47.0630625,2.3983808]",1,FRS180330201,FRS18033FGQU1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-11-27,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1805701,FRS18057DFLU,Chateaumeillant,Voirie,Place de l Eglise - 18370 CHATEAUMEILLANT,18057,"[46.5621523,2.2010838]",1,FRS180570101,FRS18057DFLU1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2018-02-21,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803201,FRS18032LSWT,Boulleret,Voirie,Place de l Eglise - 18240 BOULLERET,18032,"[47.4239562,2.8732176]",1,FRS180320101,FRS18032LSWT1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Indirect,00000000000000,2015-09-09,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1801101,FRS18011MVHA,Argent sur Sauldre,Voirie,Place du marche - 18410 ARGENT SUR SAULDRE,18011,"[47.5592618,2.4470023]",1,FRS180110102,FRS18011MVHA2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-03-17,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1800301,FRS18003XRFL,Les Aix d Angillon,Voirie,Route de Bourges - 18220 LE AIX D ANGILLON,18003,"[47.1950266,2.5656172]",1,FRS180030102,FRS18003XRFL2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-02-07,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1813901,FRS18139JNMH,Marseilles les Aubigny,Voirie,Rue du Port - 18320 MARSEILLES LES AUBIGNY,18139,"[47.067301,3.0139462]",1,FRS181390102,FRS18139JNMH2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-02-03,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803304,FRS18033XDEM,Bourges - Rue Paul Gaucherie Chancellerie,Voirie,rue Paul Gaucherie Chancellerie - 18000 BOURGES,18033,"[47.1055485,2.4045651]",1,FRS180330401,FRS18033XDEM1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-17,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1814701,FRS18147YCES,Menetreol sur Sauldre,Voirie,Place de l Eglise - 18700 MENETREOL-SUR-SAULDRE,18147,"[47.4479337,2.3079044]",1,FRS181470102,FRS18147YCES2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2018-03-16,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803101,FRS18031DPJQ,Blet,Voirie,Place de l Eglise - 18350 BLET,18031,"[46.8956458,2.7306654]",1,FRS180310101,FRS18031DPJQ1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-12-20,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1801101,FRS18011MVHA,Argent sur Sauldre,Voirie,Place du marche - 18410 ARGENT SUR SAULDRE,18011,"[47.5592618,2.4470023]",1,FRS180110101,FRS18011MVHA1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-03-17,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1827201,FRS18272S181,Veaugues,Voirie,Place de l Eglise - 18300 VEAUGUES,18272,"[47.2576027,2.7572507]",1,FRS182720102,FRS18272S1812,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-05-02,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1824001,FRS18240XHXJ,Sancergues,Voirie,Rue de la Chicane - 18140 SANCERGUES,18240,"[47.1572062,2.9115779]",1,FRS182400101,FRS18240XHXJ1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-11-27,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803303,FRS18033WUVJ,Bourges - Parking du 14 juillet Asnieres,Voirie,Parking du 14 juillet Asnieres - 18000 BOURGES,18033,"[47.1240694,2.4026873]",1,FRS180330302,FRS18033WUVJ2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-17,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1827201,FRS18272S181,Veaugues,Voirie,Place de l Eglise - 18300 VEAUGUES,18272,"[47.2576027,2.7572507]",1,FRS182720101,FRS18272S1811,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-05-02,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1800401,FRS18004YBRD,Allogny,Voirie,Rue de l Abreuvoir - 18110 ALLOGNY,18004,"[47.2257841,2.3184789]",1,FRS180040102,FRS18004YBRD2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2016-05-27,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1809601,FRS18096DWSG,Foecy,Voirie,Rue Gaston Cornavin - 18500 FOECY,18096,"[47.1786933,2.1604604]",1,FRS180960102,FRS18096DWSG2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2018-06-07,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1801502,FRS18015WMUD,Aubigny - Place de la resistance,Voirie,Place de la resistance - 18700 AUBIGNY SUR NERE,18015,"[47.489301,2.441539]",1,FRS180150201,FRS18015WMUD1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2017-03-17,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1824101,FRS18241DFQB,Sancerre,Voirie,Parking les remparts - 18300 SANCERRE,18241,"[47.331518,2.8365479]",1,FRS182410102,FRS18241DFQB2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2018-09-14,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803319,FRS18033NDPR,Bourges - Hôtel de Ville,Voirie,Parking de l'hôtel de ville - 18000 BOURGES,18033,"[47.0807651,2.3987131]",1,FRS180331902,FRS18033NDPR2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2019-04-05,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1800401,FRS18004YBRD,Allogny,Voirie,Rue de l Abreuvoir - 18110 ALLOGNY,18004,"[47.2257841,2.3184789]",1,FRS180040101,FRS18004YBRD1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2016-05-27,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803307,FRS18033GLGS,Bourges - Parking Anatole France,Voirie,Parking Anatole France - 18000 BOURGES,18033,"[47.0818529,2.4030391]",1,FRS180330702,FRS18033GLGS2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-20,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1820702,FRS18207ZRBU,St Florent - Rue Blaise Pascal,Voirie,Rue Blaise Pascal - 18400 ST FLORENT SUR CHER,18207,"[47.004323,2.2658983]",1,FRS182070201,FRS18207ZRBU1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-08,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803301,FRS18033HWDX,Bourges - Place de la Nation,Voirie,Place de la Nation - 18000 BOURGES,18033,"[47.0840408,2.390722]",1,FRS180330101,FRS18033HWDX1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-20,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1800701,FRS18007VDXK,Apremont sur Allier,Voirie,Parking route de Germigny - 18150 APREMONT SUR ALLIER,18007,"[46.9075846,3.0463252]",1,FRS180070102,FRS18007VDXK2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2018-09-17,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803306,FRS18033MHQF,Bourges - Place de la pyrotechnie,Voirie,Place de la pyrotechnie - 18000 BOURGES,18033,"[47.0770328,2.4187137]",1,FRS180330601,FRS18033MHQF1,18,true,true,false,false,false,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-20,Paiement via badge et smarthphone,2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1805701,FRS18057DFLU,Chateaumeillant,Voirie,Place de l Eglise - 18370 CHATEAUMEILLANT,18057,"[46.5621523,2.2010838]",1,FRS180570102,FRS18057DFLU2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Accessible mais non réservé PMR,false,false,Direct,00000000000000,2018-02-21,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
SDE 18,241800549,info@sde18.com,InEnergies,contact@ecar18.fr,800960042,Ecar18,FRS1803310,FRS18033ZPFR,Bourges - Parc d activites Esprit 1,Voirie,Parc d activites Esprit 1 - 18000 BOURGES,18033,"[47.0960894,2.4314384]",1,FRS180331002,FRS18033ZPFR2,18,true,false,false,false,true,false,true,false,true,"0,50 € d'accès + 0,0016 €/minute + 0,15 €/kWh",Accès libre,false,24/7,Non accessible,false,false,Direct,00000000000000,2017-03-17,"Prise type 3, Paiement via badge et smarthphone",2021-06-02,2021-06-07T09:43:59.517000,ef0f3505-b7a5-416e-aa70-2a24a835933e
